,date,Comment,Sentiment_b,longitude,latitude
21251,2015-09-03 04:10:58,"I find this analysis spot on.  And as a democrat it is especially disconcerting.  Yet, maybe VP Biden will throw his hat into the ring and if he is joined by Senator Warren of Massachusetts, this could be a turning point for the whole country.  But Secretary Clinton will not go down without a fight; it's going to be ugly.  ",0.0,-71.5314,42.2373
20763,2015-09-03 04:11:37,"Well, it is possibly true that Mrs. Clinton is not a natural campaigner, but we are not voting for a campaigner, we are trying to elect a president to lead the country. This article has many facts wrong-she hardly left a trace in the Senate, relations with allies deteriorated, etc.-but the worst error is the cited evidence that Republicans believe she will be easy to beat. That is not why there are so many Republican candidates. The real reason is Citizens United and the failure of the FEC to apply the law. All a candidate needs is one rich backer, and he's on his (or her) way. Get one fool zillionaire in your camp and you, too, can run for president. And, win or lose, it will look good on your resumé.",1.0,-72.7093,44.0407
19921,2015-09-03 04:31:52,"What are the standards for publishing an op-ed piece in NYT? This is a paper-thin essay that the author clearly tossed off in 10 minutes tops. In terms of self-destruction, Trump v Clinton is hardly a fair comparison. Please, NYT, make sure your contributors have something substantive to say.",1.0,-74.5089,40.314
17044,2015-09-03 04:38:03,"What really concerns GOP leaders is that Trump is not in their control. The party is not in a race to destroy itself from the inside; Trump is in a race to demolish it from without. His amplification of GOP themes exposes the party's hateful racist, nativist core. His crass celebration of personal wealth as the meaning of life is an uncomfortable echo of the GOP's raison d'être. A veneer of decorum usually masks the GOP’s bankrupt principles; Trump’s crude explication of those principles strips the veneer; no longer masked, the GOP’s core values are revealed for the entire world to see. It’s horrific – especially when combined with that Trump hair.Similarly, what really concerns Democratic Party leaders is that Bernie Sanders is not in their control; Sanders is in a race to restore the Democratic Party. His 12-step “Agenda for America” is nothing more than an expression of traditional Democratic principles. But, by stating them so eloquently, and speaking about them so passionately, he exposes just how far those who lead the party have strayed from those principles since Bill Clinton began triangulating them into oblivion and selling what remained of the party’s soul to Wall Street and corporate elites. Seen in that light, Hillary’s kowtowing to elite interests is made uncomfortably transparent by Sanders, and the Democratic Party’s abandoning of its core values is revealed for the entire world to see. It’s horrific, but Sanders offers genuine hope for restoration.",0.0,-71.5101,41.6772
21249,2015-09-03 04:44:27,"There's something highly disingenuous about this op-ed. Though not the most rightwing of Republicans, Mr. Wehner's sympathies have been and remain with the Republican Party. The suspicion has to arise that Mr. Wehner's seemingly good advice to Democrats on who not to nominate is, either consciously or unconsciously, slanted by his Republican sympathies, i.e. don't nominate the candidate who represents the biggest threat to a Republican victory. Whatever the demerits that attach to Mrs. Clinton's candidacy, pardon my skepticism that Mr. Wehner is looking at the situation through a neutral lens, any more than would a committed Democrat asked about his evaluation of who is the strongest Republican candidate. ",1.0,-71.5314,42.2373
23892,2015-09-03 04:45:46,"What?  Who?  Where?  At first I thought the column was a joke...is the author a script writer for Fox?  To compare Hillary Clinton to Trump lacks merit--its a ridiculous comparison.  To say she will be a ""weak"" Democratic candidate is laughable--she's the strongest woman in the United States.  Wait, was this in fact a joke?  ",0.0,-69.3977,44.6074
24041,2015-09-03 04:46:50,Anther hatchet job on Clinton. What else is new? Served in three Republican administrations! Enough said. Republicans are desperate for a return to the Oval office which since Reagan they believe is inherently theirs. If only they could learn to govern. Look at what passes for a national legislature. ,0.0,-82.7755,40.3736
19612,2015-09-03 04:50:40,"Oh, joy.  The prospect of a general election in which the choice in the voting booth could be between the untrustworthy, triangulating H. R. Clinton and one of the many Republicans who've pledged to stomp on immigrants, women's rights, and the social safety net.  Of the two reptiles, whom do you choose, the chameleon or the snake?",1.0,-76.7902,39.0724
22027,2015-09-03 05:07:04,"Liberal readers are correct in their observation that Mr. Wehner's primary objective here is to discredit Hillary Clinton. No fancy hermeneutics are required to reach that conclusion. The real mystery is why so many of those same readers believe that Clinton is worth the effort of their ardent defense. I disagree quite powerfully with many of Bernie Sanders' policy goals, but even a simpleton can see that he is a genuinely principled man; whereas Clinton positively reeks of mendacity, deceit, and cold ambition.",1.0,-83.6487,32.9866
14087,2015-09-03 05:18:17,"The train has already left the station for the GOP.   What Wehner fears is that Trump presents the party's true face to the electorate - the nasty party has spent years preparing the way for someone just like him.  The party can nominate any ""impressive"" candidate that it likes, but its very structure will still be Trumpist.Hillary Clinton, while not the Dems' best candidate would still better than any of the ""impressive"" bunch, and she is the candidate of the ""establishment"" Democrats and media.   But it's high time the Dems played offense for a change, and Bernie Sanders is the one to do it for them, which is exactly why the media are so scared of giving him air time and column-inches.  ",1.0,-74.9384,42.1497
